Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
cow,8,105.0,sweats,chest discomfort,shortness of breath,anthrax
goat,1,102.9,depression,nasal discharge,loss of appetite,pneumonia
buffalo,1,100.4,depression,painless lumps,loss of appetite,lumpy virus
goat,8,101.1,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
cow,11,104.7,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
buffalo,15,102.8,crackling sound,swelling in muscle,depression,blackleg
buffalo,5,104.7,painless lumps,loss of appetite,depression,lumpy virus
goat,7,101.5,nasal discharge,depression,loss of appetite,pneumonia
sheep,4,103.8,difficulty walking,swelling in limb,crackling sound,blackleg
cow,10,102.1,difficulty walking,loss of appetite,blisters on gums,foot and mouth
goat,6,101.9,depression,loss of appetite,painless lumps,lumpy virus
goat,4,102.5,swelling in extremities,sweats,chest discomfort,anthrax
sheep,9,100.8,painless lumps,depression,loss of appetite,lumpy virus
sheep,3,100.4,loss of appetite,crackling sound,difficulty walking,blackleg
buffalo,15,103.4,coughing,loss of appetite,depression,pneumonia
buffalo,4,103.2,painless lumps,loss of appetite,depression,lumpy virus
cow,7,100.1,shortness of breath,fatigue,chest discomfort,anthrax
buffalo,3,100.9,shortness of breath,fatigue,sweats,anthrax
buffalo,2,104.8,depression,loss of appetite,painless lumps,lumpy virus
sheep,7,101.6,coughing,depression,loss of appetite,pneumonia
cow,13,103.0,shortness of breath,fatigue,swelling in extremities,anthrax
cow,6,101.2,sweats,chills,chest discomfort,anthrax
cow,2,101.8,loss of appetite,lameness,sores on mouth,foot and mouth
cow,8,101.1,difficulty walking,crackling sound,swelling in limb,blackleg
cow,10,101.4,coughing,depression,loss of appetite,pneumonia
buffalo,14,103.8,depression,painless lumps,loss of appetite,lumpy virus
cow,14,102.2,depression,painless lumps,loss of appetite,lumpy virus
sheep,8,104.9,depression,loss of appetite,coughing,pneumonia
sheep,6,102.5,lameness,swelling in muscle,crackling sound,blackleg
sheep,7,101.0,loss of appetite,crackling sound,depression,blackleg
cow,8,103.0,loss of appetite,difficulty walking,sores on gums,foot and mouth
buffalo,7,101.2,depression,loss of appetite,coughing,pneumonia
buffalo,7,101.4,shortness of breath,chills,chest discomfort,anthrax
goat,1,102.0,chills,fatigue,shortness of breath,anthrax
cow,10,101.1,lameness,sores on mouth,loss of appetite,foot and mouth
cow,3,101.4,depression,loss of appetite,difficult breathing,pneumonia
cow,2,101.3,depression,difficult breathing,loss of appetite,pneumonia
buffalo,4,102.8,difficulty walking,crackling sound,loss of appetite,blackleg
cow,3,104.2,chest discomfort,fatigue,shortness of breath,anthrax
cow,5,100.5,loss of appetite,sores on tongue,lameness,foot and mouth
goat,7,101.4,sores on hooves,loss of appetite,lameness,foot and mouth
cow,11,100.2,loss of appetite,lameness,sores on gums,foot and mouth
sheep,3,102.8,loss of appetite,painless lumps,depression,lumpy virus
cow,6,101.7,depression,painless lumps,loss of appetite,lumpy virus
buffalo,12,101.6,sweats,fatigue,swelling in abdomen,anthrax
goat,1,103.5,loss of appetite,coughing,depression,pneumonia
buffalo,1,102.4,crackling sound,swelling in limb,difficulty walking,blackleg
buffalo,11,100.2,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
goat,6,101.6,coughing,depression,loss of appetite,pneumonia
goat,9,102.8,difficult breathing,loss of appetite,depression,pneumonia
sheep,10,100.1,difficulty walking,loss of appetite,blisters on gums,foot and mouth
buffalo,13,103.0,swelling in neck,sweats,fatigue,anthrax
sheep,9,103.9,loss of appetite,difficulty walking,sores on mouth,foot and mouth
sheep,4,100.7,sores on tongue,difficulty walking,loss of appetite,foot and mouth
sheep,7,103.2,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
goat,8,103.8,fatigue,shortness of breath,sweats,anthrax
goat,4,102.1,loss of appetite,painless lumps,depression,lumpy virus
goat,2,104.1,crackling sound,swelling in limb,loss of appetite,blackleg
goat,1,100.9,swelling in extremities,shortness of breath,chest discomfort,anthrax
goat,3,102.7,loss of appetite,depression,coughing,pneumonia
goat,5,103.2,depression,loss of appetite,painless lumps,lumpy virus
goat,6,102.0,loss of appetite,sores on gums,lameness,foot and mouth
buffalo,1,104.8,difficulty walking,blisters on gums,loss of appetite,foot and mouth
buffalo,3,104.5,lameness,loss of appetite,sores on tongue,foot and mouth
sheep,9,103.7,shortness of breath,sweats,chest discomfort,anthrax
goat,6,101.8,loss of appetite,depression,difficult breathing,pneumonia
buffalo,12,100.1,loss of appetite,crackling sound,depression,blackleg
cow,5,102.0,painless lumps,depression,loss of appetite,lumpy virus
cow,11,102.5,loss of appetite,blisters on tongue,lameness,foot and mouth
sheep,4,103.0,lameness,loss of appetite,sores on gums,foot and mouth
goat,2,100.3,lameness,swelling in muscle,depression,blackleg
buffalo,7,101.2,swelling in muscle,crackling sound,depression,blackleg
buffalo,14,102.9,crackling sound,depression,lameness,blackleg
buffalo,5,100.6,lameness,depression,crackling sound,blackleg
cow,8,101.7,difficult breathing,depression,loss of appetite,pneumonia
goat,6,103.8,difficulty walking,loss of appetite,sores on gums,foot and mouth
buffalo,9,101.3,depression,painless lumps,loss of appetite,lumpy virus
buffalo,2,100.7,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
goat,4,100.9,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
sheep,1,102.0,shortness of breath,sweats,fatigue,anthrax
sheep,8,101.2,crackling sound,depression,difficulty walking,blackleg
goat,7,100.9,chills,sweats,fatigue,anthrax
cow,10,102.2,swelling in neck,sweats,fatigue,anthrax
goat,6,104.1,nasal discharge,depression,loss of appetite,pneumonia
buffalo,7,101.2,depression,painless lumps,loss of appetite,lumpy virus
cow,6,103.1,difficulty walking,crackling sound,depression,blackleg
goat,6,102.5,sores on gums,loss of appetite,lameness,foot and mouth
cow,7,101.9,chest discomfort,sweats,swelling in extremities,anthrax
sheep,3,104.2,loss of appetite,difficult breathing,depression,pneumonia
goat,10,102.2,depression,loss of appetite,painless lumps,lumpy virus
buffalo,13,104.4,swelling in muscle,depression,crackling sound,blackleg
sheep,10,102.0,difficulty walking,loss of appetite,sores on hooves,foot and mouth
buffalo,2,100.2,swelling in limb,depression,crackling sound,blackleg
buffalo,11,100.3,sores on gums,loss of appetite,difficulty walking,foot and mouth
buffalo,10,101.4,sweats,fatigue,chills,anthrax
sheep,10,102.7,nasal discharge,loss of appetite,depression,pneumonia
sheep,1,103.3,loss of appetite,nasal discharge,depression,pneumonia
goat,8,103.9,loss of appetite,depression,painless lumps,lumpy virus
cow,6,102.4,loss of appetite,painless lumps,depression,lumpy virus
goat,2,102.3,crackling sound,depression,loss of appetite,blackleg
goat,9,100.7,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
cow,13,103.3,sores on hooves,lameness,loss of appetite,foot and mouth
goat,8,101.5,swelling in extremities,chest discomfort,sweats,anthrax
sheep,10,103.6,swelling in neck,sweats,shortness of breath,anthrax
goat,1,102.9,swelling in neck,sweats,fatigue,anthrax
sheep,2,101.0,sweats,chills,fatigue,anthrax
sheep,8,100.1,loss of appetite,nasal discharge,depression,pneumonia
goat,9,102.8,crackling sound,depression,loss of appetite,blackleg
buffalo,14,100.6,crackling sound,lameness,depression,blackleg
cow,7,103.9,shortness of breath,sweats,chills,anthrax
buffalo,5,101.5,loss of appetite,difficult breathing,depression,pneumonia
sheep,4,100.4,loss of appetite,sores on mouth,difficulty walking,foot and mouth
goat,1,102.8,loss of appetite,depression,nasal discharge,pneumonia
cow,12,105.0,sweats,fatigue,swelling in extremities,anthrax
buffalo,1,103.3,loss of appetite,difficulty walking,crackling sound,blackleg
goat,9,102.8,lameness,sores on hooves,loss of appetite,foot and mouth
sheep,4,100.8,loss of appetite,difficult breathing,depression,pneumonia
cow,8,102.7,depression,loss of appetite,coughing,pneumonia
sheep,8,103.3,loss of appetite,lameness,sores on gums,foot and mouth
sheep,5,104.3,loss of appetite,lameness,depression,blackleg
sheep,1,104.2,difficulty walking,blisters on gums,loss of appetite,foot and mouth
sheep,1,100.0,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,10,100.7,swelling in limb,crackling sound,loss of appetite,blackleg
buffalo,2,101.9,lameness,loss of appetite,swelling in muscle,blackleg
goat,1,100.0,blisters on gums,difficulty walking,loss of appetite,foot and mouth
cow,5,101.7,loss of appetite,blisters on gums,lameness,foot and mouth
sheep,9,100.6,loss of appetite,lameness,swelling in muscle,blackleg
goat,6,101.6,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
cow,3,100.3,depression,loss of appetite,difficult breathing,pneumonia
sheep,9,102.5,swelling in muscle,crackling sound,depression,blackleg
goat,3,101.4,depression,loss of appetite,difficult breathing,pneumonia
goat,1,100.3,painless lumps,depression,loss of appetite,lumpy virus
cow,14,101.5,depression,loss of appetite,difficult breathing,pneumonia
sheep,9,102.9,fatigue,shortness of breath,sweats,anthrax
goat,5,100.5,depression,loss of appetite,lameness,blackleg
cow,4,101.1,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
goat,10,103.9,swelling in limb,loss of appetite,depression,blackleg
buffalo,6,104.1,painless lumps,loss of appetite,depression,lumpy virus
buffalo,7,104.7,difficulty walking,swelling in muscle,crackling sound,blackleg
cow,13,102.6,blisters on gums,loss of appetite,lameness,foot and mouth
goat,6,104.6,loss of appetite,depression,painless lumps,lumpy virus
sheep,1,104.0,blisters on gums,lameness,loss of appetite,foot and mouth
goat,2,100.4,coughing,depression,loss of appetite,pneumonia
buffalo,8,102.6,depression,coughing,loss of appetite,pneumonia
sheep,8,100.2,swelling in limb,depression,loss of appetite,blackleg
cow,10,101.3,swelling in muscle,loss of appetite,depression,blackleg
buffalo,7,101.2,sores on tongue,lameness,loss of appetite,foot and mouth
sheep,4,102.3,lameness,loss of appetite,blisters on gums,foot and mouth
cow,4,104.5,depression,loss of appetite,difficult breathing,pneumonia
cow,3,104.0,sores on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,6,103.3,painless lumps,depression,loss of appetite,lumpy virus
buffalo,5,101.3,loss of appetite,sores on tongue,lameness,foot and mouth
sheep,3,100.8,shortness of breath,sweats,fatigue,anthrax
cow,13,103.2,depression,loss of appetite,nasal discharge,pneumonia
goat,10,100.9,depression,crackling sound,swelling in limb,blackleg
buffalo,3,102.1,chest discomfort,shortness of breath,sweats,anthrax
buffalo,6,102.2,swelling in muscle,loss of appetite,difficulty walking,blackleg
goat,4,100.3,loss of appetite,depression,coughing,pneumonia
sheep,2,100.9,loss of appetite,painless lumps,depression,lumpy virus
goat,9,100.1,loss of appetite,painless lumps,depression,lumpy virus
sheep,10,103.4,swelling in muscle,crackling sound,difficulty walking,blackleg
cow,1,103.5,sweats,chest discomfort,swelling in abdomen,anthrax
buffalo,8,101.2,depression,loss of appetite,coughing,pneumonia
cow,14,104.3,loss of appetite,difficult breathing,depression,pneumonia
sheep,3,101.3,chills,fatigue,shortness of breath,anthrax
buffalo,15,103.0,lameness,crackling sound,loss of appetite,blackleg
cow,5,101.3,swelling in muscle,lameness,depression,blackleg
goat,7,104.3,chest discomfort,shortness of breath,chills,anthrax
cow,12,101.1,loss of appetite,coughing,depression,pneumonia
sheep,6,102.9,loss of appetite,lameness,blisters on gums,foot and mouth
sheep,4,102.1,loss of appetite,depression,painless lumps,lumpy virus
goat,7,100.8,loss of appetite,depression,painless lumps,lumpy virus
cow,1,102.0,loss of appetite,depression,crackling sound,blackleg
buffalo,14,102.0,depression,loss of appetite,crackling sound,blackleg
buffalo,6,101.3,depression,nasal discharge,loss of appetite,pneumonia
goat,2,102.5,shortness of breath,fatigue,chills,anthrax
sheep,9,104.5,depression,swelling in muscle,crackling sound,blackleg
sheep,9,104.8,difficulty walking,loss of appetite,sores on mouth,foot and mouth
cow,14,103.9,lameness,loss of appetite,sores on mouth,foot and mouth
cow,1,101.9,depression,loss of appetite,difficult breathing,pneumonia
cow,3,104.2,lameness,loss of appetite,swelling in muscle,blackleg
buffalo,12,104.1,loss of appetite,depression,coughing,pneumonia
goat,7,103.5,sweats,swelling in abdomen,fatigue,anthrax
goat,10,100.5,depression,difficult breathing,loss of appetite,pneumonia
sheep,2,101.9,depression,loss of appetite,nasal discharge,pneumonia
sheep,2,101.0,shortness of breath,swelling in abdomen,chills,anthrax
buffalo,10,101.8,depression,painless lumps,loss of appetite,lumpy virus
sheep,10,102.4,loss of appetite,painless lumps,depression,lumpy virus
sheep,10,101.5,nasal discharge,depression,loss of appetite,pneumonia
buffalo,3,103.0,shortness of breath,chills,swelling in abdomen,anthrax
sheep,8,101.1,swelling in muscle,crackling sound,difficulty walking,blackleg
cow,11,103.2,crackling sound,loss of appetite,swelling in muscle,blackleg
sheep,1,100.8,chest discomfort,shortness of breath,chills,anthrax
goat,3,103.6,swelling in extremities,chills,fatigue,anthrax
sheep,9,101.8,fatigue,sweats,chills,anthrax
sheep,3,101.5,crackling sound,swelling in muscle,depression,blackleg
goat,6,101.1,depression,nasal discharge,loss of appetite,pneumonia
goat,4,101.9,lameness,loss of appetite,blisters on mouth,foot and mouth
goat,5,103.5,loss of appetite,nasal discharge,depression,pneumonia
buffalo,10,102.8,chills,chest discomfort,shortness of breath,anthrax
goat,5,103.4,depression,crackling sound,loss of appetite,blackleg
sheep,2,101.1,chest discomfort,shortness of breath,chills,anthrax
cow,9,103.6,blisters on tongue,lameness,loss of appetite,foot and mouth
sheep,2,100.1,loss of appetite,crackling sound,swelling in muscle,blackleg
cow,8,104.7,loss of appetite,coughing,depression,pneumonia
goat,10,101.8,loss of appetite,painless lumps,depression,lumpy virus
sheep,10,101.5,lameness,sores on mouth,loss of appetite,foot and mouth
cow,9,103.1,blisters on gums,difficulty walking,loss of appetite,foot and mouth
sheep,8,102.0,loss of appetite,difficult breathing,depression,pneumonia
cow,7,101.8,nasal discharge,loss of appetite,depression,pneumonia
goat,9,100.4,depression,painless lumps,loss of appetite,lumpy virus
goat,4,102.4,chest discomfort,swelling in extremities,shortness of breath,anthrax
sheep,3,103.0,coughing,depression,loss of appetite,pneumonia
goat,8,100.5,loss of appetite,depression,difficult breathing,pneumonia
buffalo,1,101.3,painless lumps,depression,loss of appetite,lumpy virus
sheep,2,101.8,swelling in muscle,lameness,loss of appetite,blackleg
cow,11,104.0,lameness,crackling sound,swelling in limb,blackleg
cow,11,102.0,loss of appetite,depression,difficult breathing,pneumonia
sheep,5,103.0,chills,fatigue,swelling in neck,anthrax
goat,9,100.9,depression,loss of appetite,coughing,pneumonia
cow,5,104.7,difficult breathing,depression,loss of appetite,pneumonia
buffalo,14,101.7,crackling sound,swelling in muscle,difficulty walking,blackleg
sheep,4,101.1,loss of appetite,lameness,blisters on mouth,foot and mouth
goat,8,101.2,swelling in neck,chills,sweats,anthrax
cow,8,103.9,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
goat,3,104.9,loss of appetite,depression,painless lumps,lumpy virus
buffalo,6,102.2,swelling in abdomen,fatigue,sweats,anthrax
buffalo,15,105.0,painless lumps,depression,loss of appetite,lumpy virus
sheep,4,104.2,sweats,chills,fatigue,anthrax
goat,8,103.6,swelling in abdomen,fatigue,shortness of breath,anthrax
sheep,8,100.6,lameness,blisters on mouth,loss of appetite,foot and mouth
goat,3,101.6,difficulty walking,sores on tongue,loss of appetite,foot and mouth
buffalo,14,100.6,sweats,chills,fatigue,anthrax
buffalo,3,100.7,difficult breathing,depression,loss of appetite,pneumonia
goat,10,102.1,depression,loss of appetite,painless lumps,lumpy virus
goat,5,100.8,sores on tongue,difficulty walking,loss of appetite,foot and mouth
goat,9,102.4,fatigue,shortness of breath,chills,anthrax
cow,10,101.5,depression,coughing,loss of appetite,pneumonia
cow,9,102.4,loss of appetite,depression,nasal discharge,pneumonia
buffalo,5,102.1,loss of appetite,depression,painless lumps,lumpy virus
goat,7,100.3,fatigue,chills,sweats,anthrax
buffalo,1,100.6,chest discomfort,fatigue,shortness of breath,anthrax
goat,9,104.5,loss of appetite,crackling sound,difficulty walking,blackleg
buffalo,8,102.1,chest discomfort,fatigue,swelling in extremities,anthrax
cow,14,103.8,difficult breathing,depression,loss of appetite,pneumonia
sheep,2,102.7,lameness,depression,crackling sound,blackleg
goat,3,100.8,loss of appetite,difficult breathing,depression,pneumonia
buffalo,2,105.0,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
cow,15,101.3,lameness,depression,crackling sound,blackleg
cow,2,100.0,depression,loss of appetite,painless lumps,lumpy virus
sheep,4,102.2,depression,swelling in limb,lameness,blackleg
goat,4,101.8,sores on mouth,lameness,loss of appetite,foot and mouth
goat,5,101.6,shortness of breath,chills,fatigue,anthrax
buffalo,1,101.7,depression,loss of appetite,nasal discharge,pneumonia
goat,7,101.7,swelling in abdomen,fatigue,sweats,anthrax
goat,3,101.2,loss of appetite,painless lumps,depression,lumpy virus
cow,2,103.6,depression,loss of appetite,difficult breathing,pneumonia
buffalo,7,103.5,depression,loss of appetite,coughing,pneumonia
cow,12,104.5,difficulty walking,crackling sound,depression,blackleg
cow,11,102.9,depression,nasal discharge,loss of appetite,pneumonia
buffalo,1,102.2,nasal discharge,loss of appetite,depression,pneumonia
sheep,8,102.2,sweats,swelling in abdomen,shortness of breath,anthrax
goat,4,100.5,depression,loss of appetite,painless lumps,lumpy virus
buffalo,11,102.3,loss of appetite,coughing,depression,pneumonia
goat,4,102.2,lameness,swelling in limb,loss of appetite,blackleg
buffalo,8,102.0,blisters on tongue,lameness,loss of appetite,foot and mouth
buffalo,12,102.6,depression,difficult breathing,loss of appetite,pneumonia
cow,1,101.2,chest discomfort,shortness of breath,swelling in abdomen,anthrax
sheep,1,100.9,sores on gums,loss of appetite,lameness,foot and mouth
sheep,10,101.9,swelling in limb,depression,loss of appetite,blackleg
sheep,10,101.9,sweats,chest discomfort,fatigue,anthrax
sheep,2,102.0,swelling in limb,crackling sound,loss of appetite,blackleg
buffalo,4,102.7,difficulty walking,loss of appetite,crackling sound,blackleg
goat,6,102.7,sores on tongue,lameness,loss of appetite,foot and mouth
sheep,3,100.4,painless lumps,depression,loss of appetite,lumpy virus
cow,13,100.5,loss of appetite,blisters on gums,difficulty walking,foot and mouth
goat,10,103.8,chills,fatigue,swelling in abdomen,anthrax
cow,8,104.4,loss of appetite,coughing,depression,pneumonia
cow,9,102.4,difficulty walking,loss of appetite,blisters on gums,foot and mouth
buffalo,13,100.4,swelling in muscle,crackling sound,difficulty walking,blackleg
cow,14,102.4,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
goat,10,102.3,crackling sound,depression,swelling in muscle,blackleg
cow,14,102.3,loss of appetite,depression,crackling sound,blackleg
buffalo,9,102.9,sores on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,4,103.1,lameness,loss of appetite,sores on hooves,foot and mouth
goat,4,102.1,sores on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,8,100.9,difficulty walking,loss of appetite,blisters on gums,foot and mouth
sheep,10,104.3,sweats,shortness of breath,swelling in extremities,anthrax
sheep,4,102.0,depression,painless lumps,loss of appetite,lumpy virus
sheep,1,100.6,difficulty walking,depression,crackling sound,blackleg
goat,6,100.4,lameness,crackling sound,depression,blackleg
sheep,8,104.6,depression,coughing,loss of appetite,pneumonia
sheep,10,104.4,chest discomfort,swelling in extremities,shortness of breath,anthrax
sheep,8,104.7,loss of appetite,depression,nasal discharge,pneumonia
goat,1,103.6,swelling in extremities,chest discomfort,shortness of breath,anthrax
goat,4,104.3,crackling sound,loss of appetite,lameness,blackleg
sheep,5,102.0,loss of appetite,crackling sound,swelling in muscle,blackleg
cow,9,103.5,chest discomfort,swelling in extremities,fatigue,anthrax
sheep,9,103.4,painless lumps,loss of appetite,depression,lumpy virus
goat,10,102.3,swelling in muscle,crackling sound,depression,blackleg
goat,2,103.8,depression,loss of appetite,painless lumps,lumpy virus
goat,8,101.5,loss of appetite,lameness,blisters on hooves,foot and mouth
cow,8,101.9,loss of appetite,difficulty walking,swelling in muscle,blackleg
sheep,2,104.1,painless lumps,depression,loss of appetite,lumpy virus
cow,2,100.6,lameness,loss of appetite,crackling sound,blackleg
goat,7,102.0,painless lumps,loss of appetite,depression,lumpy virus
cow,9,103.3,loss of appetite,depression,difficulty walking,blackleg
cow,11,101.3,swelling in neck,sweats,shortness of breath,anthrax
sheep,3,102.6,difficulty walking,blisters on gums,loss of appetite,foot and mouth
cow,10,102.5,lameness,blisters on tongue,loss of appetite,foot and mouth
goat,2,102.2,swelling in limb,loss of appetite,crackling sound,blackleg
cow,15,104.8,difficult breathing,depression,loss of appetite,pneumonia
goat,6,100.9,painless lumps,depression,loss of appetite,lumpy virus
cow,8,103.1,painless lumps,loss of appetite,depression,lumpy virus
cow,14,101.9,swelling in muscle,lameness,depression,blackleg
goat,9,102.0,sores on hooves,loss of appetite,lameness,foot and mouth
sheep,3,101.3,depression,loss of appetite,coughing,pneumonia
sheep,6,103.6,crackling sound,depression,loss of appetite,blackleg
sheep,4,105.0,fatigue,chills,chest discomfort,anthrax
buffalo,13,102.6,coughing,loss of appetite,depression,pneumonia
sheep,8,100.7,loss of appetite,sores on tongue,difficulty walking,foot and mouth
cow,6,103.3,depression,painless lumps,loss of appetite,lumpy virus
goat,4,100.5,depression,painless lumps,loss of appetite,lumpy virus
goat,9,102.5,difficulty walking,crackling sound,swelling in muscle,blackleg
sheep,4,103.5,loss of appetite,depression,painless lumps,lumpy virus
cow,7,103.3,loss of appetite,difficulty walking,sores on hooves,foot and mouth
buffalo,10,100.1,swelling in muscle,depression,loss of appetite,blackleg
sheep,2,100.8,blisters on mouth,lameness,loss of appetite,foot and mouth
buffalo,3,102.3,lameness,loss of appetite,sores on gums,foot and mouth
sheep,6,100.6,loss of appetite,depression,painless lumps,lumpy virus
sheep,9,100.6,loss of appetite,lameness,sores on mouth,foot and mouth
cow,13,101.3,depression,painless lumps,loss of appetite,lumpy virus
buffalo,8,101.8,painless lumps,loss of appetite,depression,lumpy virus
goat,8,100.6,loss of appetite,depression,crackling sound,blackleg
buffalo,5,102.9,sweats,chest discomfort,swelling in extremities,anthrax
buffalo,13,100.2,swelling in limb,crackling sound,loss of appetite,blackleg
buffalo,4,101.3,loss of appetite,lameness,blisters on tongue,foot and mouth
sheep,8,103.9,loss of appetite,lameness,swelling in limb,blackleg
cow,11,103.6,nasal discharge,loss of appetite,depression,pneumonia
buffalo,14,102.0,sweats,chills,shortness of breath,anthrax
goat,9,101.4,loss of appetite,nasal discharge,depression,pneumonia
cow,6,102.4,crackling sound,loss of appetite,difficulty walking,blackleg
buffalo,14,101.7,difficulty walking,sores on hooves,loss of appetite,foot and mouth
goat,4,101.4,sweats,shortness of breath,chills,anthrax
buffalo,9,103.0,chest discomfort,chills,shortness of breath,anthrax
buffalo,11,103.7,crackling sound,lameness,depression,blackleg
cow,5,101.1,nasal discharge,loss of appetite,depression,pneumonia
cow,11,100.0,painless lumps,depression,loss of appetite,lumpy virus
goat,8,101.9,depression,loss of appetite,nasal discharge,pneumonia
goat,6,104.9,difficulty walking,loss of appetite,sores on gums,foot and mouth
goat,2,101.3,depression,loss of appetite,swelling in limb,blackleg
buffalo,11,102.4,chest discomfort,swelling in extremities,sweats,anthrax
buffalo,14,104.0,nasal discharge,depression,loss of appetite,pneumonia
cow,12,102.4,loss of appetite,sores on hooves,difficulty walking,foot and mouth
cow,11,103.0,swelling in muscle,loss of appetite,crackling sound,blackleg
goat,6,104.7,loss of appetite,depression,painless lumps,lumpy virus
sheep,7,100.1,coughing,loss of appetite,depression,pneumonia
goat,6,101.1,depression,loss of appetite,painless lumps,lumpy virus
goat,6,104.9,swelling in muscle,lameness,depression,blackleg
buffalo,5,103.8,depression,crackling sound,difficulty walking,blackleg
goat,2,103.3,sores on gums,loss of appetite,difficulty walking,foot and mouth
goat,7,102.7,shortness of breath,chills,chest discomfort,anthrax
cow,1,101.0,lameness,swelling in muscle,crackling sound,blackleg
buffalo,1,103.6,depression,difficulty walking,crackling sound,blackleg
sheep,5,101.1,swelling in limb,loss of appetite,lameness,blackleg
buffalo,3,100.7,depression,loss of appetite,nasal discharge,pneumonia
cow,15,101.8,sweats,chills,swelling in abdomen,anthrax
sheep,6,100.9,lameness,loss of appetite,blisters on mouth,foot and mouth
goat,4,101.7,lameness,swelling in limb,crackling sound,blackleg
goat,10,103.6,depression,painless lumps,loss of appetite,lumpy virus
goat,1,102.8,loss of appetite,lameness,depression,blackleg
buffalo,13,101.3,nasal discharge,depression,loss of appetite,pneumonia
buffalo,3,103.3,shortness of breath,swelling in neck,chest discomfort,anthrax
goat,2,100.2,shortness of breath,sweats,swelling in neck,anthrax
goat,10,101.5,difficulty walking,sores on tongue,loss of appetite,foot and mouth
goat,7,104.0,swelling in muscle,crackling sound,loss of appetite,blackleg
cow,9,100.8,crackling sound,lameness,loss of appetite,blackleg
sheep,5,102.3,loss of appetite,depression,painless lumps,lumpy virus
cow,9,101.4,loss of appetite,depression,crackling sound,blackleg
goat,2,103.5,depression,nasal discharge,loss of appetite,pneumonia
sheep,9,101.1,loss of appetite,painless lumps,depression,lumpy virus
goat,4,103.9,depression,loss of appetite,difficult breathing,pneumonia
buffalo,2,101.0,swelling in neck,chills,shortness of breath,anthrax
buffalo,9,101.5,depression,swelling in limb,loss of appetite,blackleg
buffalo,12,100.7,difficulty walking,sores on gums,loss of appetite,foot and mouth
goat,7,104.9,painless lumps,loss of appetite,depression,lumpy virus
buffalo,15,102.9,lameness,loss of appetite,swelling in muscle,blackleg
buffalo,14,102.5,depression,nasal discharge,loss of appetite,pneumonia
buffalo,1,102.0,crackling sound,loss of appetite,depression,blackleg
sheep,5,103.1,crackling sound,loss of appetite,swelling in limb,blackleg
cow,3,100.9,lameness,blisters on gums,loss of appetite,foot and mouth
goat,1,101.1,painless lumps,depression,loss of appetite,lumpy virus
buffalo,6,102.4,sweats,shortness of breath,chest discomfort,anthrax
cow,9,101.9,crackling sound,loss of appetite,swelling in muscle,blackleg
sheep,4,104.6,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
buffalo,11,100.7,sores on mouth,difficulty walking,loss of appetite,foot and mouth
sheep,7,103.5,depression,loss of appetite,painless lumps,lumpy virus
goat,4,100.1,loss of appetite,painless lumps,depression,lumpy virus
goat,1,102.3,loss of appetite,difficult breathing,depression,pneumonia
buffalo,2,104.5,depression,painless lumps,loss of appetite,lumpy virus
goat,8,103.7,lameness,loss of appetite,blisters on hooves,foot and mouth
cow,15,102.2,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
cow,2,100.8,lameness,depression,crackling sound,blackleg
buffalo,1,101.9,lameness,swelling in limb,loss of appetite,blackleg
buffalo,4,100.5,painless lumps,loss of appetite,depression,lumpy virus
sheep,4,100.7,depression,loss of appetite,painless lumps,lumpy virus
sheep,4,104.9,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
goat,7,101.7,loss of appetite,depression,painless lumps,lumpy virus
sheep,6,100.6,painless lumps,loss of appetite,depression,lumpy virus
sheep,5,103.2,difficult breathing,loss of appetite,depression,pneumonia
buffalo,12,101.1,depression,loss of appetite,painless lumps,lumpy virus
cow,4,100.9,depression,difficult breathing,loss of appetite,pneumonia
cow,8,101.0,lameness,sores on hooves,loss of appetite,foot and mouth
sheep,9,100.1,depression,nasal discharge,loss of appetite,pneumonia
sheep,2,101.2,depression,loss of appetite,nasal discharge,pneumonia
sheep,7,101.9,swelling in abdomen,shortness of breath,fatigue,anthrax
buffalo,12,103.8,nasal discharge,depression,loss of appetite,pneumonia
cow,12,102.8,chills,chest discomfort,shortness of breath,anthrax
sheep,10,101.5,depression,loss of appetite,lameness,blackleg
cow,7,102.0,sweats,chills,fatigue,anthrax
sheep,6,100.5,swelling in abdomen,chills,sweats,anthrax
buffalo,11,101.1,loss of appetite,sores on mouth,lameness,foot and mouth
